user_id,survey,submitted,measure_0,question_m_conflict_1,question_m_conflict_2,question_m_conflict_3,question_m_conflict_4,question_m_conflict_5,question_m_conflict_6,question_m_conflict_7,question_m_conflict_8,question_m_conflict_9,question_m_conflict_10,measure_1,question_m_dealstress_1,question_m_dealstress_2,question_m_dealstress_3,question_m_dealstress_4,question_m_dealstress_5,measure_2,question_m_well_1,question_m_well_2,measure_3,question_m_percstress_1,question_m_percstress_2,question_m_percstress_3,question_m_percstress_4,question_m_percstress_5,question_m_percstress_6,question_m_percstress_7,question_m_percstress_8,question_m_percstress_9,question_m_percstress_10,measure_4,question_m_belong_1,question_m_belong_2,question_m_belong_3,question_m_belong_4,question_m_belong_5,measure_5,question_m_workplace_1,question_m_workplace_2,question_m_workplace_3,question_m_workplace_4,measure_6,question_m_problem_1,question_m_problem_2,measure_7,question_m_problem_3,measure_8,question_m_team_1,question_m_team_2,question_m_team_3,measure_9,question_m_motiv_1,question_m_motiv_2,question_m_motiv_3,measure_10,question_m_behave_1,question_m_behave_2,question_m_behave_3,question_m_behave_4,measure_11,question_m_eff_1,question_m_eff_2,question_m_eff_3,question_m_eff_4,question_m_eff_5,question_m_eff_6,question_m_eff_7,question_m_eff_8,measure_12,question_m_satis_1,question_m_satis_2,question_m_satis_3,question_m_satis_4,question_m_satis_5,question_m_satis_6,question_m_satis_7,question_m_satis_8,question_m_satis_9,question_m_satis_10,question_m_satis_11,question_m_satis_12,question_m_satis_13,question_m_satis_14,question_m_satis_15,question_m_satis_16,question_m_satis_17,question_m_satis_18,question_m_satis_19,question_m_satis_20,question_m_motiv_4,question_m_tmgmt_,question_m_satisb_1,question_m_satisb_2,question_m_satisb_3,question_m_satisb_4,question_m_satisb_5,question_m_satisb_6,question_m_satisb_7,question_m_satisb_8,question_m_satisb_9,measure_13,question_m_recom_1
8409225571087,Monthly,2019-06-23,1,Sometimes,Sometimes,Rarely,Always,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Never,2,Often,Often,Never,Never,Sometimes,3,Agree,Neither agree nor disagree,4,Never,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Never,5,Agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Agree,6,A few times in a week,A few times in a week,A few times this month,A few times in a week,7,A few times in a week,A few times in a week,8,A few times in a week,9,Always,Always,Always,10,Always,Often,Always,11,Often,Always,Sometimes,Always,12,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,13,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9703091121087,Monthly,2019-06-23,1,Rarely,Sometimes,Sometimes,Often,Often,Often,Always,Sometimes,Always,Often,2,Always,Sometimes,Never,Rarely,Sometimes,3,Agree,Neither agree nor disagree,4,Sometimes,Often,Sometimes,Sometimes,Sometimes,Rarely,Never,Never,Never,Rarely,5,Agree,Agree,Disagree,Agree,Agree,6,Several times a day,Once a day,Not at all this month,A few times in a week,7,A few times this month,A few times this month,8,A few times in a week,9,Often,Often,Sometimes,10,Often,Sometimes,Always,11,Sometimes,Often,Often,Often,12,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,13,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9307260864087,Monthly,2019-06-23,1,Always,Always,Never,Always,Always,Never,Always,Always,Always,Never,2,Always,Always,Never,Never,Always,3,Strongly agree,Strongly agree,4,Never,Sometimes,Never,Never,Often,Rarely,Never,Rarely,Never,Never,5,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,6,Several times a day,Several times a day,Not at all this month,Several times a day,7,Several times a day,Several times a day,8,Once a day,9,Rarely,Always,Always,10,Always,Always,Always,11,Rarely,Always,Often,Often,12,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9104246296082,Monthly,2019-06-24,1,Sometimes,Sometimes,Rarely,Always,Rarely,Never,Rarely,Rarely,Rarely,Never,2,Rarely,Always,Never,Never,Sometimes,3,Agree,Neither agree nor disagree,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,5,Agree,Agree,Strongly disagree,Agree,Agree,6,A few times in a week,Several times a day,Not at all this month,A few times in a week,7,Several times a day,Several times a day,8,A few times in a week,9,Sometimes,Always,Always,10,Often,Often,Always,11,Sometimes,Always,Often,Often,12,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,13,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9504065784086,Monthly,2019-06-24,1,Always,Always,Rarely,Always,Often,Rarely,Rarely,Always,Often,Rarely,2,Often,Always,Rarely,Rarely,Always,3,Strongly agree,Strongly agree,4,Rarely,Always,Sometimes,Rarely,Often,Often,Often,Often,Often,Often,5,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,6,Several times a day,Several times a day,Once a month,Several times a day,7,Several times a day,A few times in a week,8,Once a day,9,Always,Always,Always,10,Often,Always,Always,11,Always,Always,Always,Always,12,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,13,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9708140874081,Monthly,2019-06-24,1,Always,Often,Never,Always,Always,Never,Sometimes,Always,Always,Never,2,Sometimes,Always,Never,Never,Sometimes,3,Strongly agree,Strongly agree,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,5,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,6,Several times a day,Several times a day,Not at all this month,Several times a day,7,Several times a day,Several times a day,8,Several times a day,9,Always,Always,Always,10,Always,Always,Always,11,Sometimes,Always,Sometimes,Always,12,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9810270098083,Monthly,2019-06-24,1,Sometimes,Sometimes,Sometimes,Often,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,2,Sometimes,Always,Rarely,Rarely,Always,3,Agree,Agree,4,Rarely,Sometimes,Often,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Sometimes,5,Strongly agree,Agree,Disagree,Agree,Agree,6,Several times a day,Once a day,Not at all this month,Several times a day,7,Once a day,A few times in a week,8,A few times in a week,9,Often,Always,Often,10,Sometimes,Often,Often,11,Often,Always,Sometimes,Often,12,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,13,Agree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9604160165080,Monthly,2019-06-25,1,Often,Often,Rarely,Often,Often,Rarely,Never,Always,Rarely,Never,2,Always,Often,Never,Rarely,Always,3,Strongly agree,Strongly agree,4,Never,Rarely,Never,Rarely,Never,Never,Never,Rarely,Never,Rarely,5,Agree,Agree,Disagree,Agree,Agree,6,A few times in a week,Several times a day,Not at all this month,Several times a day,7,Once a day,Several times a day,8,Several times a day,9,Often,Always,Always,10,Often,Sometimes,Always,11,Always,Often,Often,Often,12,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,13,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9310140598081,Monthly,2019-06-25,1,Always,Always,Sometimes,Always,Always,Sometimes,Always,Always,Always,Sometimes,2,Always,Sometimes,Never,Never,Sometimes,3,Strongly agree,Strongly agree,4,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,5,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,6,Several times a day,Several times a day,A few times in a week,A few times in a week,7,Several times a day,A few times in a week,8,Once a day,9,Always,Always,Always,10,Always,Always,Always,11,Often,Sometimes,Often,Always,12,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9611210497082,Monthly,2019-06-25,1,Sometimes,Often,Never,Always,Always,Often,Sometimes,Sometimes,Often,Sometimes,2,Sometimes,Always,Never,Never,Often,3,Agree,Strongly agree,4,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Never,Never,Never,5,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,6,Several times a day,Several times a day,Once a week,A few times in a week,7,Several times a day,Several times a day,8,Several times a day,9,Always,Often,Often,10,Often,Rarely,Always,11,Often,Always,Often,Always,12,Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,13,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9408100370085,Monthly,2019-06-25,1,Often,Often,Always,Often,Sometimes,Rarely,Rarely,Sometimes,Often,Sometimes,2,Often,Always,Never,Rarely,Often,3,Strongly agree,Neither agree nor disagree,4,Often,Rarely,Often,Often,Often,Rarely,Rarely,Never,Never,Never,5,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,6,Several times a day,Several times a day,Not at all this month,Several times a day,7,Several times a day,Once a day,8,Once a day,9,Often,Always,Always,10,Often,Often,Often,11,Often,Always,Always,Always,12,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,13,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9612060371088,Monthly,2019-06-25,1,Often,Sometimes,Rarely,Often,Never,Sometimes,Sometimes,Always,Often,Never,2,Always,Sometimes,Never,Rarely,Often,3,Strongly agree,Agree,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Rarely,Rarely,Never,Sometimes,5,Strongly agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,6,A few times in a week,A few times in a week,A few times this month,Several times a day,7,Several times a day,A few times in a week,8,Once a week,9,Always,Sometimes,Sometimes,10,Often,Always,Always,11,Sometimes,Often,Often,Always,12,Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,13,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10206385089,Monthly,2019-06-26,1,Often,Often,Rarely,Often,Rarely,Often,Often,Often,Always,Often,2,Always,Always,Never,Never,Always,3,Disagree,Disagree,4,Rarely,Often,Often,Rarely,Often,Often,Often,Often,Rarely,Often,5,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,6,Several times a day,Several times a day,Not at all this month,Several times a day,7,Several times a day,Several times a day,8,Several times a day,9,Always,Always,Always,10,Always,Often,Always,11,Often,Always,Often,Always,12,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9809121184084,Monthly,2019-06-26,1,Often,Always,Always,Always,Always,Always,Always,Always,Always,Always,2,Always,Always,Never,Never,Always,3,Agree,Disagree,4,Always,Always,Rarely,Rarely,Often,Rarely,Rarely,Rarely,Rarely,Rarely,5,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,6,A few times in a week,Several times a day,Not at all this month,A few times this month,7,Several times a day,Several times a day,8,Several times a day,9,Sometimes,Rarely,Rarely,10,Sometimes,Often,Always,11,Often,Always,Always,Rarely,12,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9801081085088,Monthly,2019-06-26,1,Sometimes,Sometimes,Rarely,Always,Sometimes,Sometimes,Never,Sometimes,Rarely,Rarely,2,Often,Often,Never,Never,Always,3,Strongly agree,Strongly agree,4,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,Never,5,Agree,Agree,Disagree,Agree,Agree,6,Several times a day,Several times a day,Not at all this month,Several times a day,7,Several times a day,Several times a day,8,Once a day,9,Always,Always,Always,10,Always,Always,Always,11,Always,Always,Often,Always,12,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9509060497089,Monthly,2019-06-26,1,Often,Sometimes,Rarely,Always,Sometimes,Never,Rarely,Often,Rarely,Sometimes,2,Always,Always,Never,Never,Always,3,Neither agree nor disagree,Neither agree nor disagree,4,Sometimes,Sometimes,Rarely,Never,Rarely,Never,Never,Never,Never,Rarely,5,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,6,A few times in a week,A few times in a week,A few times this month,A few times in a week,7,A few times in a week,Several times a day,8,Once a week,9,Rarely,Rarely,Rarely,10,Sometimes,Sometimes,Always,11,Often,Always,Always,Often,12,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,13,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9711205252086,Monthly,2019-06-27,1,Often,Rarely,Often,Often,Often,Rarely,Rarely,Often,Often,Rarely,2,Always,Always,Never,Rarely,Always,3,Strongly agree,Strongly agree,4,Rarely,Often,Rarely,Rarely,Rarely,Rarely,Rarely,Often,Rarely,Often,5,Agree,Agree,Disagree,Agree,Agree,6,A few times in a week,A few times in a week,Not at all this month,A few times in a week,7,Several times a day,Several times a day,8,Several times a day,9,Always,Always,Always,10,Always,Always,Always,11,Always,Always,Always,Always,12,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9505205477085,Monthly,2019-06-27,1,Often,Sometimes,Never,Always,Often,Often,Rarely,Always,Often,Often,2,Always,Often,Never,Often,Always,3,Strongly agree,Agree,4,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,5,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,6,Several times a day,Several times a day,Not at all this month,Several times a day,7,Several times a day,Several times a day,8,Several times a day,9,Always,Always,Always,10,Always,Always,Always,11,Always,Always,Always,Always,12,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9707270369086,Monthly,2019-06-27,1,Always,Always,Rarely,Always,Sometimes,Sometimes,Often,Always,Often,Sometimes,2,Always,Often,Never,Never,Sometimes,3,Strongly agree,Agree,4,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,5,Strongly agree,Neither agree nor disagree,Disagree,Agree,Agree,6,Once a day,A few times in a week,A few times in a week,Several times a day,7,Several times a day,Several times a day,8,A few times in a week,9,Always,Always,Always,10,Always,Always,Always,11,Always,Often,Always,Always,12,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,13,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9309090331089,Monthly,2019-06-28,1,Often,Often,Rarely,Often,Often,Always,Often,Often,Often,Often,2,Often,Rarely,Never,Sometimes,Sometimes,3,Strongly agree,Strongly disagree,4,Often,Sometimes,Often,Rarely,Rarely,Rarely,Rarely,Often,Rarely,Sometimes,5,Disagree,Agree,Disagree,Disagree,Disagree,6,A few times in a week,A few times in a week,A few times this month,Once a day,7,A few times in a week,A few times in a week,8,A few times in a week,9,Always,Always,Often,10,Often,Always,Often,11,Always,Often,Rarely,Often,12,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,13,Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9412300444088,Monthly,2019-06-28,1,Sometimes,Sometimes,Always,Often,Often,Always,Often,Often,Often,Often,2,Often,Often,Often,Often,Often,3,Agree,Agree,4,Often,Often,Often,Sometimes,Always,Rarely,Rarely,Rarely,Always,Always,5,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,6,A few times in a week,Several times a day,Several times a day,A few times in a week,7,Several times a day,Several times a day,8,Several times a day,9,Always,Always,Always,10,Always,Always,Always,11,Always,Always,Always,Always,12,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9305130506086,Monthly,2019-06-28,1,Often,Sometimes,Rarely,Often,Rarely,Sometimes,Sometimes,Often,Sometimes,Often,2,Often,Sometimes,Never,Sometimes,Sometimes,3,Agree,Neither agree nor disagree,4,Rarely,Often,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,5,Neither agree nor disagree,Agree,Disagree,Agree,Agree,6,A few times this month,Once a day,Once a month,Once a day,7,Once a day,Once a day,8,Once a day,9,Rarely,Sometimes,Sometimes,10,Often,Sometimes,Always,11,Often,Always,Always,Always,12,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,13,Agree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9203180486087,Monthly,2019-06-28,1,Often,Often,Sometimes,Often,Sometimes,Sometimes,Rarely,Often,Sometimes,Sometimes,2,Sometimes,Sometimes,Never,Never,Sometimes,3,Agree,Disagree,4,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,5,Agree,Disagree,Disagree,Agree,Agree,6,A few times in a week,Once a week,Not at all this month,Several times a day,7,Several times a day,Several times a day,8,Several times a day,9,Always,Always,Always,10,Sometimes,Sometimes,Often,11,Often,Sometimes,Sometimes,Sometimes,12,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Agree,13,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3020314088,Monthly,2019-06-28,1,Always,Often,Never,Always,Always,Sometimes,Often,Always,Always,Always,2,Always,Always,Never,Never,Always,3,Strongly agree,Strongly agree,4,Sometimes,Sometimes,Often,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Never,Rarely,5,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,6,Several times a day,Several times a day,Not at all this month,Several times a day,7,Several times a day,Several times a day,8,Several times a day,9,Always,Always,Always,10,Always,Often,Always,11,Always,Always,Always,Always,12,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9505190579085,Monthly,2019-06-28,1,Sometimes,Often,Rarely,Often,Often,Sometimes,Sometimes,Always,Always,Often,2,Rarely,Always,Never,Always,Always,3,Neither agree nor disagree,Neither agree nor disagree,4,Never,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Often,5,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,6,Several times a day,Once a day,Not at all this month,A few times in a week,7,Several times a day,Several times a day,8,Once a day,9,Always,Always,Always,10,Often,Always,Always,11,Always,Always,Always,Always,12,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,13,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9302010604081,Monthly,2019-06-28,1,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Often,Always,Always,Often,2,Often,Often,Never,Never,Sometimes,3,Strongly agree,Strongly agree,4,Rarely,Always,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,Rarely,5,Agree,Agree,Strongly disagree,Strongly agree,Agree,6,Several times a day,Several times a day,Not at all this month,Several times a day,7,Several times a day,Several times a day,8,Once a month,9,Always,Often,Always,10,Always,Often,Always,11,Sometimes,Always,Often,Always,12,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
